time_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
73436,-1.16,-0.02,-0.16,0.03,-0.00,-0.07
73437,-1.47,0.19,-0.26,0.03,-0.21,-0.07
73438,-1.05,-0.02,0.05,-0.08,-0.21,-0.07
73439,-1.05,-0.13,-0.05,0.03,-0.21,-0.07
73440,-1.47,0.08,-0.16,0.03,-0.00,-0.17
73441,-1.05,-0.23,-0.05,0.13,-0.00,0.04
73442,-1.26,-0.23,-0.05,-0.08,-0.11,-0.07
73443,-1.26,0.08,-0.16,0.03,-0.00,-0.07
73444,-1.05,-0.02,-0.16,0.03,-0.00,0.04
73445,-1.47,-0.23,0.05,0.03,-0.11,0.04
73446,-1.26,-0.02,-0.36,0.13,-0.00,0.04
73447,-1.05,0.08,0.05,-0.08,-0.00,0.04
73448,-1.47,-0.13,0.16,0.03,-0.21,-0.07
73449,-1.26,-0.02,-0.57,0.23,-0.00,0.14
73450,-0.95,-0.02,0.05,0.03,-0.11,-0.17
73451,-1.36,0.19,0.16,-0.08,-0.21,-0.17
73452,-1.26,-0.02,-0.16,-0.08,-0.00,-0.07
73453,-1.05,-0.13,-0.05,0.03,-0.00,-0.07
73454,-1.36,-0.02,0.05,0.03,-0.00,-0.07
73455,-1.26,-0.13,-0.05,0.13,-0.00,-0.07
73456,-1.36,-0.02,-0.16,0.03,-0.00,-0.17
73457,-1.26,-0.02,0.05,-0.08,-0.21,-0.17
73458,-1.26,-0.13,-0.16,0.03,-0.11,0.04
73459,-1.36,-0.02,-0.16,0.13,-0.00,0.04
73460,-1.16,-0.13,0.16,-0.08,-0.11,-0.07
73461,-1.36,-0.13,-0.16,0.03,0.10,0.04
73462,-1.16,0.08,-0.16,-0.08,-0.11,-0.07
73463,-1.16,-0.02,0.26,-0.08,-0.21,-0.17
73464,-1.26,-0.13,-0.26,0.03,-0.00,0.14
73465,-1.16,-0.13,-0.26,0.03,0.21,0.04
73466,-1.26,-0.13,0.05,0.03,-0.00,0.04
73467,-1.36,0.08,-0.05,0.03,-0.00,-0.07
73468,-1.16,-0.02,-0.26,0.03,-0.00,-0.07
73469,-1.05,-0.13,0.05,-0.08,-0.00,-0.07
73470,-1.26,0.19,0.16,-0.08,-0.11,-0.07
73471,-1.26,-0.02,-0.16,0.13,-0.00,-0.07
73472,-1.26,-0.13,-0.05,0.03,-0.00,-0.07
73473,-1.16,-0.02,0.05,0.03,-0.11,-0.07
73474,-1.16,-0.02,-0.26,0.03,-0.21,-0.07
73475,-1.26,-0.23,-0.05,0.03,-0.21,0.04
73476,-1.26,-0.02,0.16,-0.08,-0.00,-0.28
73477,-1.26,-0.13,-0.47,0.03,-0.11,-0.07
73478,-1.26,-0.13,0.05,-0.18,-0.11,-0.17
73479,-1.16,0.08,0.16,0.03,-0.21,-0.07
73480,-1.26,0.08,-0.36,0.03,-0.11,-0.07
73481,-1.36,-0.02,0.16,-0.08,-0.21,-0.17
73482,-1.16,-0.02,0.05,-0.08,-0.11,0.04
73483,-1.05,-0.02,-0.16,-0.08,-0.11,-0.17
73484,-1.47,-0.02,0.16,0.03,-0.00,-0.07
73485,-1.16,-0.02,-0.05,0.03,-0.00,-0.17
73486,-1.05,-0.13,-0.16,0.03,-0.11,0.04
73487,-1.47,-0.02,0.05,0.03,-0.11,-0.07
73488,-1.05,-0.02,-0.05,0.13,-0.11,-0.07
73489,-1.05,-0.23,-0.16,0.03,-0.11,-0.07
73490,-1.57,0.08,-0.16,-0.08,-0.11,-0.07
73491,-1.05,-0.02,0.05,-0.08,-0.11,-0.07
73492,-1.26,-0.13,-0.26,-0.08,-0.00,0.04
73493,-1.47,0.39,-0.05,0.03,-0.11,-0.17
73494,-0.95,-0.13,0.05,0.13,-0.11,-0.07
73495,-1.57,-0.13,-0.16,0.03,-0.00,-0.17
73496,-1.26,0.29,-0.05,0.03,-0.11,-0.07
73497,-1.05,-0.23,0.05,0.03,-0.21,-0.07
73498,-1.26,-0.13,-0.16,-0.08,-0.11,-0.17
73499,-1.16,0.29,-0.16,0.03,-0.11,-0.07
73500,-1.16,-0.02,-0.05,0.13,-0.11,0.04
73501,-1.26,-0.13,-0.05,-0.08,-0.21,-0.07
73502,-1.16,0.19,-0.16,-0.08,-0.11,-0.07
