time_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
9869,-1.36,-0.13,-0.05,-0.08,-0.11,0.04
9870,-1.16,-0.02,-0.05,0.03,-0.11,0.04
9871,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
9872,-1.26,-0.02,-0.05,0.03,-0.00,0.04
9873,-1.26,-0.02,-0.05,-0.08,-0.11,0.04
9874,-1.16,0.08,0.05,0.03,-0.21,-0.07
9875,-1.16,-0.02,-0.05,0.03,-0.00,0.04
9876,-1.26,-0.02,-0.05,-0.08,-0.21,-0.07
9877,-1.16,-0.02,-0.16,0.03,-0.11,-0.07
9878,-1.36,0.08,-0.05,-0.08,-0.11,0.04
9879,-1.26,-0.02,-0.05,0.13,-0.11,0.04
9880,-1.26,-0.02,-0.05,0.03,-0.00,0.04
9881,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
9882,-1.26,-0.02,-0.05,-0.08,-0.11,0.04
9883,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
9884,-1.26,-0.02,-0.05,0.03,-0.11,-0.17
9885,-1.26,-0.02,-0.05,-0.08,-0.11,-0.17
9886,-1.26,-0.13,-0.05,0.03,-0.11,-0.07
9887,-1.16,-0.02,-0.05,0.03,-0.21,0.04
9888,-1.16,0.08,-0.05,0.03,-0.21,-0.07
9889,-1.26,-0.02,-0.05,0.13,-0.00,0.04
9890,-1.26,-0.02,0.05,0.03,-0.11,-0.17
9891,-1.16,0.08,-0.05,0.03,-0.00,0.04
9892,-1.26,-0.02,-0.16,0.13,-0.00,-0.07
9893,-1.36,-0.13,-0.05,0.03,-0.00,0.04
9894,-1.26,-0.02,-0.05,0.03,-0.11,-0.17
9895,-1.26,-0.02,-0.05,-0.08,-0.11,0.04
9896,-1.26,-0.13,-0.05,0.03,-0.11,-0.07
9897,-1.36,-0.02,-0.05,0.03,-0.11,-0.07
9898,-1.26,-0.13,-0.05,0.03,-0.11,-0.17
9899,-1.26,-0.02,-0.05,0.13,-0.00,-0.07
9900,-1.26,-0.02,-0.05,0.13,-0.00,0.14
9901,-1.16,0.08,-0.05,0.03,-0.00,-0.07
9902,-1.26,-0.02,-0.16,0.03,-0.00,-0.07
9903,-1.26,-0.02,-0.05,0.03,-0.11,-0.17
9904,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
9905,-1.26,-0.02,-0.05,-0.18,-0.11,-0.17
9906,-1.26,-0.13,-0.05,0.13,-0.11,-0.07
9907,-1.26,-0.02,-0.16,0.03,-0.00,-0.07
9908,-1.16,0.19,-0.05,0.13,-0.11,0.14
9909,-1.16,-0.13,-0.05,0.03,-0.11,-0.07
9910,-1.16,-0.13,-0.05,-0.08,-0.00,-0.07
9911,-1.26,-0.02,-0.05,0.03,-0.11,0.04
9912,-1.16,0.08,-0.05,-0.08,-0.11,-0.07
9913,-1.26,-0.02,-0.05,0.03,-0.11,0.04
9914,-1.16,0.08,-0.05,0.03,-0.11,-0.07
9915,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
9916,-1.36,-0.13,-0.05,-0.08,0.10,0.04
9917,-1.26,-0.02,-0.05,-0.08,-0.11,0.04
9918,-1.26,-0.02,-0.05,0.13,-0.11,-0.07
9919,-1.36,-0.02,-0.05,0.03,-0.11,-0.17
9920,-1.26,-0.13,-0.05,0.03,-0.11,0.04
9921,-1.26,-0.13,-0.05,-0.08,-0.11,-0.07
9922,-1.16,-0.02,-0.05,0.13,-0.00,-0.07
9923,-1.26,-0.13,-0.05,-0.08,-0.00,-0.07
9924,-1.26,-0.13,-0.05,0.13,-0.11,0.14
9925,-1.36,-0.13,-0.05,0.03,-0.11,-0.07
9926,-1.26,-0.02,-0.05,0.13,-0.00,0.04
9927,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
9928,-1.16,0.08,-0.05,0.13,0.10,0.14
9929,-1.26,-0.02,-0.05,0.03,-0.11,0.04
9930,-1.26,-0.02,-0.16,-0.08,-0.11,-0.07
9931,-1.26,-0.13,-0.05,-0.08,-0.11,-0.17
9932,-1.36,-0.13,-0.05,0.03,-0.00,0.04
9933,-1.26,-0.02,-0.05,0.03,-0.11,0.04
9934,-1.26,-0.13,-0.05,0.03,-0.00,-0.07
9935,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
9936,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
9937,-1.26,-0.02,-0.05,0.03,0.10,-0.07
9938,-1.26,-0.02,-0.05,0.03,-0.00,0.04
9939,-1.16,-0.02,-0.05,0.03,-0.11,0.04
9940,-1.26,0.08,-0.05,0.03,-0.11,-0.07
9941,-1.26,0.08,0.05,-0.08,-0.11,-0.17
9942,-1.26,0.08,-0.05,0.03,-0.11,0.04
9943,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
9944,-1.26,-0.02,-0.05,0.03,-0.11,0.04
9945,-1.16,0.08,-0.05,0.03,-0.00,-0.07
9946,-1.26,0.08,-0.05,0.03,-0.11,-0.17
9947,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
9948,-1.26,-0.02,0.05,-0.08,-0.11,-0.07
9949,-1.26,-0.02,-0.05,-0.18,-0.11,-0.07
9950,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
9951,-1.26,-0.02,-0.05,0.03,-0.11,0.04
9952,-1.26,-0.02,-0.05,-0.08,-0.11,-0.17
9953,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
9954,-1.16,-0.02,-0.16,0.13,0.10,0.04
9955,-1.26,-0.02,0.05,-0.18,-0.11,-0.17
9956,-1.26,-0.02,-0.05,0.03,-0.00,0.14
9957,-1.26,-0.13,-0.05,-0.08,-0.00,0.04
9958,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
9959,-1.16,-0.02,-0.05,0.03,-0.21,0.04
